eventName,eventCategory,eventSubCategory,eventWebsite,eventTicketLink,eventStartMonth,eventStartDay,eventStartYear,eventEndMonth,eventEndDay,eventEndYear,eventStartTime,eventEndTime,eventLocation,eventCreatorType,eventKeywords,claimEvent,eventDescription,ageRestricted,longitude,latitude
"The Institute",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															OCAD U",Artist,NULL,0,NULL,0,-79.3911873,43.6532168
"Nick Sweetman",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															OCAD U Graduate Gallery",Artist,NULL,0,NULL,0,-79.3887495,43.6494612
"Third Culture",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															OCAD U Student Gallery",Artist,NULL,0,NULL,0,-79.3906999,43.6518708
"Hans Sieverding",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															Odon Wagner Contemporary",Artist,NULL,0,NULL,0,-79.3958896,43.6750357
"Barbara Steinman",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															Olga Korper",Artist,NULL,0,NULL,0,-79.4468751,43.6525824
"PhotoSensitive: Picture Change",3,0,NULL,NULL,10,28,2013,10,28,2013,NULL,23:59,"  															123 Front W",Artist,NULL,0,NULL,0,-85.3232139,51.253775
"Shannon Collis, Kaleena Stasiak and George A Walker",3,0,NULL,NULL,09,13,2013,09,13,2013,NULL,23:59,"  															Open Studio Gallery",Artist,NULL,0,NULL,0,-79.3937409,43.6478533
"George Legrady, Elle Kurancid and Ash Moniz",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Pari Nadimi",Artist,NULL,0,NULL,0,-79.4092091,43.6446708
"Tom Dean",3,0,NULL,NULL,10,11,2013,10,11,2013,NULL,23:59,"  															Paul Petro",Artist,NULL,0,NULL,0,-79.4179805,43.6443919
"Janet Morton and Amy Bowles",3,0,NULL,NULL,11,15,2013,11,15,2013,NULL,23:59,"  															Paul Petro",Artist,NULL,0,NULL,0,-79.4179805,43.6443919
"C Spice group show",3,0,NULL,NULL,11,29,2013,11,29,2013,NULL,23:59,"  															Paul Petro",Artist,NULL,0,NULL,0,-79.4179805,43.6443919
"Beck Pura",3,0,NULL,NULL,09,16,2013,09,16,2013,NULL,23:59,"  															Pilot Tavern",Artist,NULL,0,NULL,0,-79.3882783,43.6709747
"Lakeshore Art Trail self-guided art show and sale",3,0,NULL,NULL,10,19,2013,10,19,2013,NULL,23:59,"  															Port Credit Library",Artist,NULL,0,NULL,0,-79.5863134,43.5511008
"Trade Marks group show",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															Prefix Institute of Contemporary Art",Artist,NULL,0,NULL,0,-79.3937409,43.6478533
"The Art Galleria Expo",3,0,NULL,NULL,10,20,2013,10,20,2013,NULL,23:59,"  															Product Nightclub",Artist,NULL,0,NULL,0,-79.3941694,43.648316
"Naked In The House",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Product Nightclub",Artist,NULL,0,NULL,0,-79.3941694,43.648316
"Re-Branded group show",3,0,NULL,NULL,09,13,2013,09,13,2013,NULL,23:59,"  															Project Gallery",Artist,NULL,0,NULL,0,-79.3354665,43.6620533
"13 group show",3,0,NULL,NULL,10,02,2013,10,02,2013,NULL,23:59,"  															Propeller Centre for the Visual Arts",Artist,NULL,0,NULL,0,-79.4180983,43.6443714
"Maria-Teresa Hernandez and Tony Saad",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															Propeller Centre for the Visual Arts",Artist,NULL,0,NULL,0,-79.4180983,43.6443714
"Trinity Bellwoods art fair, Parkdale Nightcrawl, talk and tours",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Queen West Art Crawl",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"My Waterfront",3,0,NULL,NULL,09,27,2013,09,27,2013,NULL,23:59,"  															Queen's Quay Terminal",Artist,NULL,0,NULL,0,-79.3808612,43.639499
"Alma Roussy and Peter Gillett",3,0,NULL,NULL,09,28,2013,09,28,2013,NULL,23:59,"  															Restaurante Pancho y Emiliano",Artist,NULL,0,NULL,0,-79.4021401,43.6544151
"Mike Parsons",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Robert Kananaj Gallery",Artist,NULL,0,NULL,0,-79.4419635,43.6584882
"YAS: Young Architects Of Spain",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Ryerson Architectural Science",Artist,NULL,0,NULL,0,-79.3792568,43.6580634
"Outdoor juried art fair",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Schomberg Village Street Gallery",Artist,NULL,0,NULL,0,-79.6831472,44.0008729
"Outdoor art fair",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Schomberg Village Street Gallery",Artist,NULL,0,NULL,0,-79.684213,44.0038491
"Sacred-Religious Icons And Imaginations (Seven Crowns Tattoo auction for Art City St James)",3,0,NULL,NULL,10,06,2013,10,06,2013,NULL,23:59,"  															Six Degrees",Artist,NULL,0,NULL,0,-79.398665,43.7084097
"Bambitchell (Sharlene Bamboat and Alexis Mitchell)",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															Soho Lobby Gallery",Artist,NULL,0,NULL,0,-79.3921465,43.6449299
"SKETCH youth art group",3,0,NULL,NULL,11,07,2013,11,07,2013,NULL,23:59,"  															Soho Lobby Gallery",Artist,NULL,0,NULL,0,-79.3921465,43.6449299
"Layne Hinton",3,0,NULL,NULL,12,05,2013,12,05,2013,NULL,23:59,"  															Soho Lobby Gallery",Artist,NULL,0,NULL,0,-79.3921465,43.6449299
"Take pART Mystery Art Sale (benefit for Branksome Hall)",3,0,NULL,NULL,10,09,2013,10,09,2013,NULL,23:59,"  															St James Cathedral",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Faith, Art And Activism Mini-Festival",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															St Stephen-in-the-Fields Church",Artist,NULL,0,NULL,0,-79.4042659,43.6568969
"William Eakin and John Lucas",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Stephen Bulger",Artist,NULL,0,NULL,0,-79.4197644,43.6441048
"Elaine Stocki",3,0,NULL,NULL,10,26,2013,10,26,2013,NULL,23:59,"  															Stephen Bulger",Artist,NULL,0,NULL,0,-79.4197644,43.6441048
"Summer Lovin' group show",3,0,NULL,NULL,11,30,2013,11,30,2013,NULL,23:59,"  															Stephen Bulger",Artist,NULL,0,NULL,0,-79.4197644,43.6441048
"34 artists at 21 venues",3,0,NULL,NULL,10,19,2013,10,19,2013,NULL,23:59,"  															Stouffville Studio Tour",Artist,NULL,0,NULL,0,-79.2442842,43.9705861
"Kevin Yates",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Susan Hobbs",Artist,NULL,0,NULL,0,-79.4061707,43.6455631
"The Room And Its Inhabitants group show",3,0,NULL,NULL,10,17,2013,10,17,2013,NULL,23:59,"  															Susan Hobbs",Artist,NULL,0,NULL,0,-79.4061707,43.6455631
"Didier Courbot",3,0,NULL,NULL,11,28,2013,11,28,2013,NULL,23:59,"  															Susan Hobbs",Artist,NULL,0,NULL,0,-79.4061707,43.6455631
"Sandra Meigs",3,0,NULL,NULL,01,23,2013,01,23,2013,NULL,23:59,"  															Susan Hobbs",Artist,NULL,0,NULL,0,-79.4061707,43.6455631
"Robert Wiens",3,0,NULL,NULL,03,06,2013,03,06,2013,NULL,23:59,"  															Susan Hobbs",Artist,NULL,0,NULL,0,-79.4061707,43.6455631
"Shirley Wiitasalo",3,0,NULL,NULL,04,17,2013,04,17,2013,NULL,23:59,"  															Susan Hobbs",Artist,NULL,0,NULL,0,-79.4061707,43.6455631
"Martin Pearce and Felice Koenig",3,0,NULL,NULL,10,17,2013,10,17,2013,NULL,23:59,"  															Telephone Booth Gallery",Artist,NULL,0,NULL,0,-79.4748988,43.6655605
"PhotoSensitive: Picture Change",3,0,NULL,NULL,10,17,2013,10,17,2013,NULL,23:59,"  															3300 Bloor W",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"David Cronenberg: Evolution",3,0,NULL,NULL,11,01,2013,11,01,2013,NULL,23:59,"  															TIFF Bell Lightbox",Artist,NULL,0,NULL,0,-79.3902373,43.6466182
"Don Valley Art Club Fall Show",3,0,NULL,NULL,09,20,2013,09,20,2013,NULL,23:59,"  															Todmorden Mills",Artist,NULL,0,NULL,0,-79.3831843,43.653226
,3,0,NULL,NULL,09,20,2013,09,20,2013,NULL,23:59,"  															Toronto Art Expo",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"PhotoSensitive: Picture Change",3,0,NULL,NULL,09,30,2013,09,30,2013,NULL,23:59,"  															2 Bloor W",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"PhotoSensitive: Picture Change",3,0,NULL,NULL,10,14,2013,10,14,2013,NULL,23:59,"  															200 Wellington W",Artist,NULL,0,NULL,0,-85.3232139,51.253775
"Sherie Myers",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															2186Dundas Gallery",Artist,NULL,0,NULL,0,-79.4509941,43.6534578
"Eric Moschopedis and Mia Rushton",3,0,NULL,NULL,09,15,2013,09,15,2013,NULL,23:59,"  															Videofag",Artist,NULL,0,NULL,0,-79.4015807,43.6534815
"Feminist Art Conference",3,0,NULL,NULL,09,29,2013,09,29,2013,NULL,23:59,"  															Walnut Contemporary",Artist,NULL,0,NULL,0,-79.4076532,43.6428236
"Camille Turner",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															WARC",Artist,NULL,0,NULL,0,-79.3937409,43.6478533
"Angela Verlaeckt Clark",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Wellington Street Art Gallery",Artist,NULL,0,NULL,0,-79.3917031,43.6448806
